Month,franchiseId,State,District ,Town,totalRf,totalSales,totalEarnings,Type
May-19,F170757,Andhra Pradesh,Nellore,Atmakur,  5 ,"  5,256 ",  131 ,PHYSICAL
May-19,F170774,Andhra Pradesh,East Godavari,Ravulapalem,  30 ,"  443,037 ","  11,075 ",PHYSICAL
May-19,F175248,Kerala,Kannur,Thalassery,  11 ,"  384,496 ","  10,640 ",PHYSICAL
May-19,F172057,Tamil Nadu,Sivaganga,Sivaganga,  32 ,"  548,314 ","  13,521 ",PHYSICAL
May-19,F172110,Tamil Nadu,Salem,Atur,  2 ,"  34,743 ",  869 ,PHYSICAL
May-19,F172635,Tamil Nadu,Sivaganga,Karaikudi-sakkottaiblock,  1 ,"  11,538 ",  177 ,PHYSICAL
May-19,F172792,Madhya Pradesh,Gwalior,Gwalior,  -   ,  -   ,  -   ,PHYSICAL
May-19,F104140,Telangana,Mahabub Nagar,Abhangapur,  -   ,  -   ,  -   ,PHYSICAL
May-19,F170189,Telangana,Khammam,Khammam (Urban),  17 ,"  948,291 ","  23,707 ",PHYSICAL
May-19,F174235,Karnataka,Bangalore,Bangalore South,  1 ,  300 ,  5 ,PHYSICAL
May-19,F175808,Kerala,Thiruvananthapuram,Chirayinkeezhu,  1 ,"  3,233 ",  81 ,PHYSICAL
May-19,F173928,Gujarat,Vadodara,Padra,  7 ,"  77,892 ","  1,918 ",PHYSICAL
May-19,F171193,Madhya Pradesh,Ratlam,Ratlam,  1 ,  -   ,  -   ,PHYSICAL
May-19,F175785,Madhya Pradesh,Guna,Guna,  31 ,"  405,469 ","  10,038 ",PHYSICAL
May-19,F176465,Gujarat,Narmada,Nandod,  31 ,"  421,367 ","  9,701 ",PHYSICAL
May-19,F176206,Andhra Pradesh,West Godavari,Bhimavaram (mdl),  35 ,"  530,250 ","  12,205 ",PHYSICAL
May-19,F175419,Madhya Pradesh,Morena,Ambah,  31 ,"  401,635 ","  10,004 ",PHYSICAL
May-19,F176000,Madhya Pradesh,Balaghat,Lalburra,  30 ,"  919,744 ","  22,975 ",PHYSICAL
May-19,F103900,Andhra Pradesh,Chittoor,Chittoor,  -   ,  -   ,  -   ,PHYSICAL
May-19,F175656,Telangana,Karim Nagar,Huzurabad,  20 ,"  214,809 ","  5,361 ",PHYSICAL
May-19,F176924,Andhra Pradesh,Guntur,Vinukonda,  13 ,"  220,669 ","  6,144 ",PHYSICAL
May-19,F177111,Maharashtra,Yavatmal,Yavatmal,  4 ,"  15,124 ",  378 ,PHYSICAL
May-19,F177954,Andhra Pradesh,Prakasam,Kandukur,  -   ,  -   ,  -   ,PHYSICAL
May-19,F177105,Tamil Nadu,Salem,Atur,  46 ,"  335,953 ","  8,401 ",PHYSICAL
May-19,F178747,Karnataka,Belgaum,Athani,  3 ,"  34,566 ",  892 ,PHYSICAL
May-19,F179465,Karnataka,Dakshina Kannada,Sulya,  2 ,"  3,566 ",  86 ,PHYSICAL
May-19,F174203,Kerala,Thrissur,Mukundapuram,  35 ,"  502,324 ","  12,667 ",PHYSICAL
May-19,F174549,Andhra Pradesh,Krishna,Kaikalur,  51 ,"  614,127 ","  15,353 ",PHYSICAL
May-19,F181869,Gujarat,Dahod,Dohad,  -   ,  -   ,  -   ,PHYSICAL
May-19,F180069,Tamil Nadu,Sivaganga,Ilayangudi,  7 ,"  277,746 ","  6,876 ",PHYSICAL
May-19,F176004,Telangana,Warangal,Dornakal,  8 ,"  240,274 ","  5,978 ",PHYSICAL
May-19,F179254,Madhya Pradesh,Morena,Kailaras,  31 ,"  395,207 ","  9,853 ",PHYSICAL
May-19,F179781,Madhya Pradesh,Dhar,Manawar,  18 ,"  189,051 ","  4,726 ",PHYSICAL
May-19,F176395,Karnataka,Tumkur,Gubbi,  -   ,  -   ,  -   ,PHYSICAL
May-19,F182659,Kerala,Kollam,Kollam,  2 ,  518 ,  21 ,PHYSICAL
May-19,F173466,Andhra Pradesh,East Godavari,Rajahmundry (Urban),  -   ,  -   ,  -   ,PHYSICAL
May-19,F103329,Karnataka,Davangere,Harihar,  3 ,"  3,981 ",  100 ,PHYSICAL
May-19,F183391,Tamil Nadu,Kanyakumari,Agastheeswaram,  10 ,"  408,406 ","  10,205 ",PHYSICAL
May-19,F183563,Andhra Pradesh,Guntur,Sattenapalle,  37 ,"  732,165 ","  18,062 ",PHYSICAL
May-19,F183932,Andhra Pradesh,Prakasam,Kandukur,  6 ,"  360,592 ","  9,015 ",PHYSICAL
May-19,F183990,Karnataka,Davangere,Harihara,  1 ,"  14,473 ",  370 ,PHYSICAL
May-19,F183270,Madhya Pradesh,Jhabua,Jhabua,  18 ,"  84,009 ","  2,103 ",PHYSICAL
May-19,F178332,Andhra Pradesh,Chittoor,Srikalahasti,  11 ,"  221,343 ","  5,543 ",PHYSICAL
May-19,F181996,Madhya Pradesh,Guna,Kumbhraj,  30 ,"  202,980 ","  5,075 ",PHYSICAL
May-19,F185063,Andhra Pradesh,Nellore,Kota,  3 ,"  99,025 ","  2,478 ",PHYSICAL
May-19,F181832,Andhra Pradesh,Nellore,Nellore,  1 ,"  3,325 ",  116 ,PHYSICAL
May-19,F185825,Maharashtra,Nagpur,Nagpur,  2 ,"  29,886 ",  739 ,PHYSICAL
May-19,F185013,Karnataka,Gadag,Gadag,  11 ,"  216,318 ","  5,408 ",PHYSICAL
May-19,F186141,Telangana,Jagtial,Jagtial,  16 ,"  103,970 ","  2,599 ",PHYSICAL
May-19,F186559,Kerala,Kasargod,Kasaragod,  -   ,  -   ,  -   ,PHYSICAL
May-19,F176077,Telangana,Khammam,Wyra,  1 ,"  23,299 ",  608 ,PHYSICAL
May-19,F185249,Tamil Nadu,Sivaganga,Sivaganga,  20 ,"  120,763 ","  3,001 ",PHYSICAL
May-19,F186374,Karnataka,Tumkur,Tiptur,  4 ,"  369,217 ","  9,230 ",PHYSICAL
May-19,F187075,Kerala,Idukki,Devikulam,  8 ,"  91,243 ","  2,256 ",PHYSICAL
May-19,F176201,Kerala,Palakkad,Palakkad,  2 ,"  1,481 ",  52 ,PHYSICAL
May-19,F186849,Kerala,Kannur,Kannur,  3 ,"  155,240 ","  4,035 ",PHYSICAL
May-19,F189187,Telangana,Khammam,Nkpally,  1 ,"  7,113 ",  187 ,PHYSICAL
May-19,F186444,Tamil Nadu,Perambalur,Perambalur,  18 ,"  182,629 ","  4,607 ",PHYSICAL
May-19,F103322,Karnataka,Koppal,Kushtagi,  -   ,  -   ,  -   ,PHYSICAL
May-19,SF169427,Karnataka,Bagalkot,Jamkhandi,  2 ,"  2,106 ",  57 ,PHYSICAL
May-19,F168638,Tamil Nadu,Nagapattinam,Kilvelur,  -   ,  -   ,  -   ,PHYSICAL
May-19,F103336,Karnataka,Koppal,Kushtagi,  1 ,  -   ,  -   ,PHYSICAL
May-19,F104272,Karnataka,Bellary,Hospet,  1 ,  -   ,  -   ,PHYSICAL
May-19,F104293,Karnataka,Bellary,Bellary,  1 ,  -   ,  -   ,PHYSICAL
May-19,F104308,Karnataka,Koppal,Koppal,  1 ,  -   ,  -   ,PHYSICAL
May-19,F185752,Karnataka,Davangere,Davanagere,  10 ,"  37,361 ",  936 ,PHYSICAL
May-19,F172014,Karnataka,Bellary,Bellary,  9 ,"  998,097 ","  24,897 ",PHYSICAL
May-19,F104001,Karnataka,Mandya,Srirangapatna,  9 ,"  49,550 ","  1,259 ",PHYSICAL
May-19,F176306,Madhya Pradesh,Bhopal,Huzur,  36 ,"  505,364 ","  12,634 ",PHYSICAL
May-19,F104359,Telangana,Nalgonda,Thungathurthi,  1 ,  -   ,  196 ,PHYSICAL
May-19,F180019,Maharashtra,Amravati,Ambapeth,  35 ,"  662,288 ","  16,251 ",PHYSICAL
May-19,F170612,Madhya Pradesh,Rajgarh,Pachore,  49 ,"  940,753 ","  23,519 ",PHYSICAL
May-19,F171144,Madhya Pradesh,Bhopal,Huzur,  4 ,"  68,506 ","  1,713 ",PHYSICAL
May-19,F168647,Karnataka,Mandya,Malavalli,  1 ,  -   ,  -   ,PHYSICAL
May-19,F140351,Karnataka,Bangalore Rural,Hoskote,  1 ,  -   ,  -   ,PHYSICAL
May-19,F103673,Karnataka,Davangere,Belavanur,  1 ,"  15,869 ",  555 ,PHYSICAL
May-19,F103476,Karnataka,Dakshina Kannada,Puttur,  1 ,  -   ,  -   ,PHYSICAL
May-19,F173532,Karnataka,Bijapur(KAR),Sindgi,  1 ,"  37,766 ","  1,322 ",PHYSICAL
May-19,F104767,Maharashtra,Nagpur,Ramtek,  1 ,"  65,616 ","  1,640 ",PHYSICAL
May-19,F184102,Madhya Pradesh,Jhabua,Jhabua,  30 ,"  85,366 ","  2,134 ",PHYSICAL
May-19,F180068,Madhya Pradesh,Guna,Guna,  27 ,"  205,388 ","  5,135 ",PHYSICAL
May-19,F187154,Madhya Pradesh,Morena,Morena,  36 ,"  788,463 ","  17,727 ",PHYSICAL
May-19,F161004,Karnataka,Shimoga,Shimoga,  1 ,  -   ,  -   ,PHYSICAL
May-19,F140404,Karnataka,Raichur,Sindhanur,  1 ,"  18,157 ",  635 ,PHYSICAL
May-19,F170164,Madhya Pradesh,Mandla,Mandla,  29 ,"  379,266 ","  9,482 ",PHYSICAL
May-19,F164607,Karnataka,Haveri,Ranebennur,  1 ,  -   ,  -   ,PHYSICAL
May-19,F164622,Andhra Pradesh,West Godavari,Sivadevunichikkala,  1 ,  -   ,  -   ,PHYSICAL
May-19,F164610,Karnataka,Gulbarga,Gulbarga,  1 ,  -   ,  -   ,PHYSICAL
May-19,F176021,Telangana,Nalgonda,Nalgodna,  2 ,"  32,981 ",  825 ,PHYSICAL
May-19,F104298,Madhya Pradesh,Morena,Morena,  5 ,"  170,963 ","  4,274 ",PHYSICAL
May-19,F161022,Telangana,Nalgonda,Nalgonda,  1 ,"  29,352 ",  796 ,PHYSICAL
May-19,F168613,Gujarat,Banaskantha,Palanpur,  5 ,"  43,262 ","  1,113 ",PHYSICAL
May-19,F169348,Maharashtra,Nagpur,Nagpur,  35 ,"  1,780,050 ","  44,510 ",PHYSICAL
May-19,F170187,Karnataka,Dharwad,Hubli,  1 ,  -   ,  -   ,PHYSICAL
May-19,F170185,Telangana,Nizamabad,Banswada,  5 ,"  3,124 ",  78 ,PHYSICAL
May-19,F169429,Telangana,Nalgonda,Suryapet,  8 ,"  357,508 ","  8,727 ",PHYSICAL
May-19,F171566,Andhra Pradesh,Guntur,Narasaraopet,  50 ,"  1,028,096 ","  26,809 ",PHYSICAL
May-19,F186284,Andhra Pradesh,Krishna,Pedana,  43 ,"  656,936 ","  16,423 ",PHYSICAL
May-19,F172661,Andhra Pradesh,Guntur,Gurazalla,  36 ,"  554,402 ","  13,890 ",PHYSICAL
May-19,F172054,Tamil Nadu,Namakkal,Rasipuram,  22 ,"  233,228 ","  5,837 ",PHYSICAL
May-19,F104872,Karnataka,Dakshina Kannada,Bantval,  1 ,  -   ,  -   ,PHYSICAL
May-19,F173452,Madhya Pradesh,Sagar,Sagar,  12 ,"  365,830 ","  9,146 ",PHYSICAL
May-19,F186598,Tamil Nadu,Namakkal,Tiruchengode,  4 ,"  111,107 ","  2,814 ",PHYSICAL
May-19,F173353,Tamil Nadu,Coimbatore,Tiruppur,  36 ,"  693,719 ","  16,992 ",PHYSICAL
May-19,F173702,Karnataka,Bagalkot,Jamkhandi,  2 ,"  19,398 ",  497 ,PHYSICAL
May-19,F183410,Madhya Pradesh,Jabalpur,Jabalpur,  37 ,"  450,421 ","  11,261 ",PHYSICAL
May-19,F182410,Andhra Pradesh,Cuddapah,Rayachoti,  4 ,"  298,855 ","  7,479 ",PHYSICAL
May-19,F175191,Madhya Pradesh,Jabalpur,Jabalpur,  31 ,"  1,430,634 ","  35,766 ",PHYSICAL
May-19,F174905,Kerala,Kannur,Thalassery,  1 ,"  7,098 ",  177 ,PHYSICAL
May-19,F174550,Andhra Pradesh,Krishna,Bantumilli,  9 ,"  149,494 ","  3,732 ",PHYSICAL
May-19,F175739,Gujarat,Sabarkantha,Modasa,  3 ,"  63,659 ","  1,492 ",PHYSICAL
May-19,F175811,Gujarat,Surat,Bardoli,  1 ,"  29,209 ",  730 ,PHYSICAL
May-19,F175956,Karnataka,Koppal,Koppal,  19 ,"  637,086 ","  15,927 ",PHYSICAL
May-19,F176412,Maharashtra,Buldhana,Khamgaon,  22 ,"  488,127 ","  11,237 ",PHYSICAL
May-19,F167094,Madhya Pradesh,Bhopal,Huzur,  1 ,"  50,305 ","  1,258 ",PHYSICAL
May-19,F178506,Andhra Pradesh,Nellore,Buchireddypalem,  15 ,"  216,912 ","  6,155 ",PHYSICAL
May-19,F176874,Gujarat,Bharuch,Anklesvar,  2 ,"  74,575 ","  1,864 ",PHYSICAL
May-19,F178812,Maharashtra,Bhandara,Bhandara,  16 ,"  317,844 ","  7,342 ",PHYSICAL
May-19,F175490,Madhya Pradesh,Barwani,Barwani,  1 ,"  16,576 ",  414 ,PHYSICAL
May-19,F179015,Maharashtra,Sangli,Kavathe Mahankal,  1 ,"  5,272 ",  132 ,PHYSICAL
May-19,F178069,Gujarat,Kachchh,Bhachau,  3 ,"  87,090 ","  2,177 ",PHYSICAL
May-19,F178907,Telangana,Karim Nagar,Chelpur,  27 ,"  258,496 ","  6,473 ",PHYSICAL
May-19,F176243,Andhra Pradesh,Nellore,Podalakur,  4 ,"  17,224 ",  431 ,PHYSICAL
May-19,F178795,Madhya Pradesh,Sehore,Sehore,  4 ,"  70,219 ","  1,755 ",PHYSICAL
May-19,F179813,Telangana,Jagtial,Dharmaram,  32 ,"  309,272 ","  7,637 ",PHYSICAL
May-19,F180376,Maharashtra,Nagpur,Kalmeshwar,  18 ,"  219,717 ","  5,432 ",PHYSICAL
May-19,F172704,Karnataka,Gadag,Nargund,  1 ,  634 ,  16 ,PHYSICAL
May-19,F180357,Gujarat,Mahesana,Mahesana,  4 ,"  194,657 ","  4,866 ",PHYSICAL
May-19,F181015,Gujarat,Surat,Mandvi,  1 ,  -   ,  22 ,PHYSICAL
May-19,F180950,Tamil Nadu,Krishnagiri,Krishnagiri,  6 ,"  125,949 ","  3,143 ",PHYSICAL
May-19,F181153,Madhya Pradesh,West Nimar,Maheshwar,  2 ,"  14,194 ",  355 ,PHYSICAL
May-19,F181105,Tamil Nadu,Nagapattinam,Mayiladuthurai,  2 ,"  70,011 ","  1,750 ",PHYSICAL
May-19,F181674,Madhya Pradesh,Ujjain,Ghatiya,  1 ,  -   ,  -   ,PHYSICAL
May-19,F180532,Maharashtra,Nagpur,Umrer,  9 ,"  35,159 ","  1,243 ",PHYSICAL
May-19,F182050,Andhra Pradesh,Ananthapur,Madakasira,  5 ,"  165,008 ","  4,125 ",PHYSICAL
May-19,F181924,Andhra Pradesh,Prakasam,Ongole,  30 ,"  1,305,902 ","  32,648 ",PHYSICAL
May-19,F181912,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,  35 ,"  591,986 ","  14,934 ",PHYSICAL
May-19,F180810,Maharashtra,Amravati,Ambapeth,  1 ,"  2,509 ",  63 ,PHYSICAL
May-19,F182356,Tamil Nadu,Salem,Salem,  7 ,"  148,417 ","  3,677 ",PHYSICAL
May-19,F182669,Gujarat,Surat,Surat City,  6 ,"  204,289 ","  5,107 ",PHYSICAL
May-19,F182762,Madhya Pradesh,Hoshangabad,Garhaghat,  1 ,"  30,266 ",  757 ,PHYSICAL
May-19,F183618,Telangana,Medak,Sangareddy,  5 ,"  145,458 ","  3,644 ",PHYSICAL
May-19,F183008,Andhra Pradesh,Guntur,Narasaraopet,  1 ,  -   ,"  45,972 ",PHYSICAL
May-19,F183024,Kerala,Thrissur,Mukundapuram,  1 ,  -   ,"  26,361 ",PHYSICAL
May-19,F183034,Andhra Pradesh,Prakasam,Ongole,  1 ,  -   ,"  22,757 ",PHYSICAL
May-19,F183260,Madhya Pradesh,Shivpuri,Kolaras,  1 ,"  31,087 ",  777 ,PHYSICAL
May-19,F183294,Telangana,Medak,Siddipet,  1 ,  -   ,"  8,954 ",PHYSICAL
May-19,F183330,Madhya Pradesh,Narsinghpur,Bachai,  7 ,"  232,000 ","  5,800 ",PHYSICAL
May-19,F183600,Andhra Pradesh,East Godavari,Tuni,  6 ,"  11,160 ",  513 ,PHYSICAL
May-19,F183875,Gujarat,Kheda,Kapadwanj,  4 ,"  49,354 ","  1,155 ",PHYSICAL
May-19,F179725,Andhra Pradesh,Chittoor,Pakala,  3 ,"  13,792 ",  367 ,PHYSICAL
May-19,F184282,Gujarat,Surat,Bardoli,  6 ,"  233,992 ","  5,850 ",PHYSICAL
May-19,F184093,Karnataka,Gulbarga,Gulbarga,  2 ,"  2,260 ",  57 ,PHYSICAL
May-19,F183617,Tamil Nadu,Thanjavur,Papanasam,  1 ,"  41,666 ","  1,045 ",PHYSICAL
May-19,F183708,Andhra Pradesh,Kurnool,Adoni,  15 ,"  794,900 ","  19,851 ",PHYSICAL
May-19,F184633,Telangana,Nizamabad,Nizamabad,  6 ,"  87,607 ","  2,190 ",PHYSICAL
May-19,F184825,Karnataka,Chikkaballapur,Gauribidanur,  4 ,"  97,070 ","  2,615 ",PHYSICAL
May-19,F185127,Maharashtra,Akola,Akola,  1 ,"  1,408 ",  35 ,PHYSICAL
May-19,F185758,Karnataka,Bellary,Hospet,  10 ,"  283,115 ","  7,081 ",PHYSICAL
May-19,F185787,Maharashtra,Chandrapur,Chandrapur Ho,  10 ,"  370,017 ","  9,051 ",PHYSICAL
May-19,F185345,Telangana,Warangal,Mulug,  25 ,"  361,001 ","  8,982 ",PHYSICAL
May-19,F184336,Karnataka,Shimoga,Shimoga,  4 ,"  111,872 ","  2,797 ",PHYSICAL
May-19,F183861,Tamil Nadu,Coimbatore,Avanash,  3 ,"  4,860 ",  122 ,PHYSICAL
May-19,F181251,Maharashtra,Amravati,Amner,  5 ,"  71,636 ","  3,080 ",PHYSICAL
May-19,F185828,Tamil Nadu,Tiruchirappalli,Manapparai,  1 ,  -   ,  112 ,PHYSICAL
May-19,F186200,Telangana,Jagtial,Metpalli,  20 ,"  84,625 ","  2,311 ",PHYSICAL
May-19,F186079,Karnataka,Bellary,Hospet,  3 ,"  40,345 ","  1,029 ",PHYSICAL
May-19,F185884,Tamil Nadu,Krishnagiri,Denkanikotta,  9 ,"  114,476 ","  2,873 ",PHYSICAL
May-19,F186494,Telangana,Nizamabad,Bodhan,  8 ,"  327,333 ","  10,232 ",PHYSICAL
May-19,F185666,Rajasthan,Jaipur,Jaipur,  1 ,"  2,160 ",  54 ,PHYSICAL
May-19,F188842,Maharashtra,Latur,Nilanga,  19 ,"  147,278 ","  3,689 ",PHYSICAL
May-19,F186893,Maharashtra,Yavatmal,Pusad,  2 ,"  12,055 ",  301 ,PHYSICAL
May-19,F187414,Telangana,Nalgonda,Nalgonda,  14 ,"  36,241 ",  989 ,PHYSICAL
May-19,F187451,Tamil Nadu,Nagapattinam,Mayiladuthurai,  2 ,"  32,916 ",  823 ,PHYSICAL
May-19,F186971,Maharashtra,Yavatmal,Ghatanji,  12 ,"  694,612 ","  16,902 ",PHYSICAL
May-19,F187284,Tamil Nadu,Tirunelveli,Tenkasi,  1 ,  -   ,  72 ,PHYSICAL
May-19,F187359,Tamil Nadu,Sivaganga,Karaikudi,  3 ,"  98,950 ","  2,474 ",PHYSICAL
May-19,F180529,Maharashtra,Yavatmal,Maregaon,  6 ,"  196,830 ","  4,921 ",PHYSICAL
May-19,F180495,Karnataka,Bijapur(KAR),Bijapur,  1 ,"  6,251 ",  219 ,PHYSICAL
May-19,F103805,Karnataka,Shimoga,Bhadravathi,  2 ,"  62,850 ","  1,571 ",PHYSICAL
May-19,F188343,Andhra Pradesh,Guntur,China Ravuru Tenali,  20 ,"  392,546 ","  9,814 ",PHYSICAL
May-19,F187989,Andhra Pradesh,Nellore,Nellore,  1 ,"  67,515 ","  1,688 ",PHYSICAL
May-19,F188678,Maharashtra,Wardha,Wardha,  5 ,"  166,296 ","  4,157 ",PHYSICAL
May-19,F188867,Andhra Pradesh,Chittoor,Chittoor,  10 ,"  127,742 ","  3,194 ",PHYSICAL
May-19,F189230,Telangana,Jagtial,Sirsilla,  4 ,"  43,304 ","  1,083 ",PHYSICAL
May-19,F187701,Karnataka,Davangere,Adavihalli,  1 ,"  70,876 ","  1,775 ",PHYSICAL
May-19,F189134,Tamil Nadu,Theni,Uthamapalayam,  3 ,"  127,963 ","  3,205 ",PHYSICAL
May-19,F189123,Maharashtra,Nashik,Igatpuri,  1 ,"  13,561 ",  339 ,PHYSICAL
May-19,F189270,Telangana,Nizamabad,Armoor,  2 ,"  69,946 ","  3,138 ",PHYSICAL
May-19,F189131,Telangana,Jagtial,Koratla,  2 ,"  61,732 ","  1,543 ",PHYSICAL
May-19,F188632,Telangana,Medak,Sangareddy,  1 ,"  49,606 ","  1,240 ",PHYSICAL
May-19,F189036,Telangana,Khammam,Kallur,  1 ,  949 ,  24 ,PHYSICAL
May-19,F184577,Telangana,Medak,Gujvail,  6 ,"  87,434 ","  2,605 ",PHYSICAL
May-19,F186622,Telangana,Medak,Siddipet,  5 ,"  92,559 ","  2,318 ",PHYSICAL
May-19,F103461,Andhra Pradesh,Chittoor,Madanapalle,  1 ,  0 ,  0 ,PHYSICAL
May-19,F103815,Karnataka,Chickmagalur,Chikmagalur,  1 ,  0 ,  0 ,PHYSICAL
Jun-19,F102583,Karnataka,Bangalore,Bangalore South,  1 ,"  5,407 ",  32 ,PHYSICAL
Jun-19,F100037,Goa,South Goa,Salcete,  1 ,"  5,375 ",  33 ,PHYSICAL
Jun-19,F100035,Goa,South Goa,Mormugao,  1 ,"  1,469 ",  36 ,PHYSICAL
Jun-19,F100041,Goa,North Goa,Tiswadi,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103057,Goa,North Goa,Tiswadi,  1 ,  538 ,  5 ,PHYSICAL
Jun-19,F100974,Gujarat,Panch Mahals,Halol,  1 ,"  5,300 ",  31 ,PHYSICAL
Jun-19,F101013,Gujarat,Rajkot,Rajkot,  10 ,"  15,070 ",  377 ,PHYSICAL
Jun-19,F101033,Gujarat,Ahmedabad,Ahmadabad City,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F167831,Gujarat,Ahmedabad,Sanand,  9 ,"  73,173 ","  1,001 ",PHYSICAL
Jun-19,F100991,Gujarat,Panch Mahals,Godhra,  8 ,"  218,018 ","  5,361 ",PHYSICAL
Jun-19,F101031,Gujarat,Kachchh,Mundra,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F166349,Gujarat,Rajkot,Jetpur,  11 ,"  72,229 ",  586 ,PHYSICAL
Jun-19,F101030,Gujarat,Ahmedabad,Sanand,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F101034,Gujarat,Ahmedabad,Ahmadabad City,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F101012,Gujarat,Rajkot,Rajkot,  3 ,"  16,900 ",  113 ,PHYSICAL
Jun-19,F101026,Gujarat,Bharuch,Bharuch,  4 ,"  17,348 ",  282 ,PHYSICAL
Jun-19,F102633,Gujarat,Bharuch,Vagra,  23 ,"  213,626 ","  2,057 ",PHYSICAL
Jun-19,F175309,Gujarat,Vadodara,Vadodara,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F104756,Karnataka,Tumkur,C.n.halli,  36 ,"  761,956 ","  18,988 ",PHYSICAL
Jun-19,F104726,Karnataka,Tumkur,Madhugiri,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F104517,Karnataka,Mandya,Mandya,  48 ,"  512,089 ","  12,041 ",PHYSICAL
Jun-19,F103058,Gujarat,Panch Mahals,Halol,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103195,Karnataka,Tumkur,Gubbi,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103295,Karnataka,Hassan,Arkalgud,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103386,Karnataka,Kolar,Bangarapet,  74 ,"  412,318 ","  7,225 ",PHYSICAL
Jun-19,F103406,Karnataka,Kolar,Srinivasapura,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103437,Karnataka,Haveri,Ranebennur,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103451,Andhra Pradesh,Prakasam,Kandukur,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103650,Karnataka,Chickmagalur,Chikmagalur,  36 ,"  993,493 ","  24,800 ",PHYSICAL
Jun-19,F103690,Kerala,Kasargod,Hosdurg,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103710,Karnataka,Kodagu,Virajpet,  2 ,"  4,818 ",  135 ,PHYSICAL
Jun-19,F103737,Andhra Pradesh,Kurnool,Kurnool,  1 ,"  6,633 ",  36 ,PHYSICAL
Jun-19,F103791,Karnataka,Ramanagar,Magadi,  1 ,"  8,435 ",  211 ,PHYSICAL
Jun-19,F103800,Telangana,Warangal,Nekkonda,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103858,Karnataka,Chamrajnagar,Kollegal,  1 ,"  1,745 ",  39 ,PHYSICAL
Jun-19,F103875,Madhya Pradesh,Hoshangabad,Hoshangabad,  47 ,"  167,791 ","  4,125 ",PHYSICAL
Jun-19,F103878,Madhya Pradesh,Dewas,Dewas,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103881,Karnataka,Mandya,Pandavapura,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F103903,Kerala,Kasargod,Hosdurg,  1 ,"  5,520 ",  22 ,PHYSICAL
Jun-19,F103929,Tamil Nadu,Ramanathapuram,Rameswaram,  3 ,"  34,022 ",  750 ,PHYSICAL
Jun-19,F103953,Madhya Pradesh,Bhopal,Huzur,  35 ,"  530,197 ","  13,015 ",PHYSICAL
Jun-19,F103954,Andhra Pradesh,Ananthapur,Narpala,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F104041,Andhra Pradesh,Nellore,Tada,  59 ,"  864,846 ","  20,934 ",PHYSICAL
Jun-19,F104044,Karnataka,Ramanagar,Kanakapura,  2 ,"  1,107 ",  39 ,PHYSICAL
Jun-19,F104144,Andhra Pradesh,Cuddapah,Proddatur,  7 ,"  89,568 ","  1,839 ",PHYSICAL
Jun-19,F104165,Madhya Pradesh,Indore,Indore,  2 ,"  9,733 ",  124 ,PHYSICAL
Jun-19,F104171,Telangana,Medak,Ananthsagar,  1 ,"  5,300 ",  31 ,PHYSICAL
Jun-19,F104176,Andhra Pradesh,Chittoor,Tirupati (Urban),  3 ,"  31,415 ",  785 ,PHYSICAL
Jun-19,F104211,Maharashtra,Sangli,Miraj,  50 ,"  920,317 ","  22,985 ",PHYSICAL
Jun-19,F104245,Madhya Pradesh,Dhar,Dharampuri,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F104266,Karnataka,Mysore,Mysore,  9 ,"  105,098 ","  2,626 ",PHYSICAL
Jun-19,F104288,Tamil Nadu,Coimbatore,Coimbatore North,  9 ,"  343,103 ","  6,484 ",PHYSICAL
Jun-19,F104298,Madhya Pradesh,Morena,Morena,  5 ,"  8,930 ",  223 ,PHYSICAL
Jun-19,F104304,Karnataka,Kodagu,Somwarpet,  1 ,  -   ,  -   ,PHYSICAL
Jun-19,F104340,Andhra Pradesh,Guntur,Macherla,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F104366,Telangana,Mahabub Nagar,Farooqnagar,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F104446,Andhra Pradesh,Srikakulam,Santabommali Mandal,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F104519,Karnataka,Mysore,K R Nagar,  -   ,  -   ,  -   ,PHYSICAL
Jun-19,F104538,Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,PHYSICAL
