Month,FID,RMF PNH ID,RMF Name,State,District,Town, RF'S  , Total value , Earned Margin ,, RF'S  , Total value , Earned Margin ,,RF's,Earned Margin
Nov-18,F104423,38791475,Krishna Kirana,Madhya Pradesh,Indore,Indore,  -   ,  -   ,  -   ,,2,9491,76,,  -   ,  -   
Nov-18,F103658,38575271,Vijayalakshmi Marketing,Tamil Nadu,Tiruvarur,Thiruthuraipoondi,  -   ,  -   ,  -   ,,2,12621,90,,  -   ,  -   
Nov-18,F103643,39152152,Kotemane Electronics,Karnataka,Uttara Kannada,Yellapur,  -   ,  -   ,  -   ,,20,378994,3032,,  -   ,  -   
Nov-18,F104339,32388737,Rainbow Enterprises,Telangana,Mahabub Nagar,Mahbubnagar,  -   ,  -   ,  -   ,,5,37050,296,,  -   ,  -   
Nov-18,F103391,39484396,Sri Prem Sai Mobile,Andhra Pradesh,Ananthapur,Anantapur,  -   ,  -   ,  -   ,,20,75327,603,,  -   ,  -   
Nov-18,F103401,31698814,ASCO Home Appliances,Karnataka,Dakshina Kannada,Puttur,  -   ,  -   ,  -   ,,2,76302,610,,  -   ,  -   
Nov-18,F104498,31849562,N.M.K Enterprises,Tamil Nadu,Tiruchirappalli,Manapparai,  -   ,  -   ,  -   ,,2,1039,8,,  -   ,  -   
Nov-18,F165561,39759583,Harikrishna Agencies (SF),Telangana,Warangal,Parkal,3,80330,1982,,7,13236,106,,  -   ,  -   
Nov-18,F103625,38588762,Govinda Traders,Karnataka,Raichur,Raichur,  -   ,  -   ,  -   ,,1,81614,653,,  -   ,  -   
Nov-18,F103459,37462889,Sri Mahaveer Mobiles,Karnataka,Hassan,Arsikere,  -   ,  -   ,  -   ,,21,284572,2273,,  -   ,  -   
Nov-18,F103675,32857439,Shankar Traders,Karnataka,Bellary,Siruguppa,  -   ,  -   ,  -   ,,1,35,0,,  -   ,  -   
Nov-18,F104609,38565447,Gaju Point & Mobile Gallery (RMF),Maharashtra,Yavatmal,Darwha,  -   ,  -   ,  -   ,,9,33761,270,,  -   ,  -   
Nov-18,F103929,38126567,Jeyam Communication,Tamil Nadu,Ramanathapuram,Rameswaram,  -   ,  -   ,  -   ,,5,15260,122,,  -   ,  -   
Nov-18,F169430,34715326,Sri Krishna Agencies ,Tamil Nadu,Namakkal,Tiruchengode,13,234443,6293,,1,841,7,,  -   ,  -   
Nov-18,F104246,31779357,Mukthipatha Enterprises,Karnataka,Hassan,Hassan,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103828,31779551,Kamath Stationary and Communication,Karnataka,Shimoga,Hosanagara,  -   ,  -   ,  -   ,,2,7613,61,,  -   ,  -   
Nov-18,F103303,39416895,Vismaya Collections,Karnataka,Shimoga,Shikarpur,  -   ,  -   ,  -   ,,2,14661,117,,  -   ,  -   
Nov-18,F104124,38572923,Bhargava Enterprises,Andhra Pradesh,Cuddapah,Pulivendla,  -   ,  -   ,  -   ,,1,9601,77,,  -   ,  -   
Nov-18,F166766,31862303,Shree Ji Telecom,Madhya Pradesh,Hoshangabad,Avgaonkala,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F104803,39563759,N Chinnaraja Enterprises,Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,,1,1669,13,,  -   ,  -   
Nov-18,F104222,34394591,Hanuman company,Telangana,Mahabub Nagar,Gadwal,  -   ,  -   ,  -   ,,5,10597,85,,  -   ,  -   
Nov-18,F103357,31949613,Sai Enterprises - DRMF Mangalore,Karnataka,Dakshina Kannada,Mangalore,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103522,39733218,Deepak Enterprises,Karnataka,Koppal,Yelburga,  -   ,  -   ,  -   ,,10,177346,1417,,  -   ,  -   
Nov-18,F103922,39877789,Vasundhara Mobiles,Andhra Pradesh,Ananthapur,Kanaganapalle,1,  -   ,  -   ,,4,20182,161,,  -   ,  -   
Nov-18,F104463,34548447,S.T.R Distributors,Telangana,Jagtial,Metpalli,  -   ,  -   ,  -   ,,2,2430,19,,  -   ,  -   
Nov-18,F103670,39827589,The Mobile City,Kerala,Thiruvananthapuram,Neyyattinkara,  -   ,  -   ,  -   ,,1,2305,18,,  -   ,  -   
Nov-18,F104360,34553445,Deepak Enterprises,Karnataka,Dakshina Kannada,Puttur,1,  -   ,  -   ,,4,84622,677,,  -   ,  -   
Nov-18,F103487,31683374,Sri Srinivasa Medicals & General Stores,Karnataka,Kolar,Chintamani,  -   ,  -   ,  -   ,,9,194132,1553,,  -   ,  -   
Nov-18,F103772,38531793,J.K Enterprises,Karnataka,Gadag,Gadag,9,550887,13418,,5,6198,50,,  -   ,  -   
Nov-18,F104717,33636273,P.A.Marketing (RMF),Kerala,Malappuram,Ernad,  -   ,  -   ,  -   ,,7,67561,540,,  -   ,  -   
Nov-18,F104501,38339463,Sejasri Communications & Gift Articals,Andhra Pradesh,Guntur,Krosuru,  -   ,  -   ,  -   ,,1,38601,309,,  -   ,  -   
Nov-18,F161004,33679682,Bharath Collection,Karnataka,Shimoga,Shimoga,2,  -   ,36,,2,997,8,,  -   ,  -   
Nov-18,F104204,36886886,Rohit Agency,Tamil Nadu,Tiruchirappalli,Manapparai,  -   ,  -   ,  -   ,,1,4724,38,,  -   ,  -   
Nov-18,F103490,39382587,Sri Veerabhadreshwar Electricals,Karnataka,Koppal,Koppal,  -   ,  -   ,  -   ,,6,31433,240,,  -   ,  -   
Nov-18,F103532,32292837,Smile Dish Communication,Andhra Pradesh,Prakasam,Kandukur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F104512,32783445,Vasavi Enterprises,Telangana,K.V.Rangareddy,Saroornagar,  -   ,  -   ,  -   ,,2,21818,175,,  -   ,  -   
Nov-18,F103693,38689699,Sri KantaGupta Agencies,Karnataka,Tumakuru,Tiptur,9,467200,10628,,5,38283,306,,  -   ,  -   
Nov-18,F104363,37984919,D.V.G Communication,Telangana,Mahabub Nagar,Bhogaram,  -   ,  -   ,  -   ,,3,12412,99,,  -   ,  -   
Nov-18,F168656,37279643,KSB ENTERPRISES,Karnataka,Yadgir,Shahpur,  -   ,  -   ,  -   ,,8,93019,744,,  -   ,  -   
Nov-18,F104098,31163581,GAYATHRI AGENCIES,Telangana,Nizamabad,Nizamabad,  -   ,  -   ,  -   ,,1,279,2,,  -   ,  -   
Nov-18,F104148,37969927,Muskan Communication,Maharashtra,Yavatmal,Kalamb,  -   ,  -   ,  -   ,,1,115,1,,  -   ,  -   
Nov-18,F103526,32485991,Dish Point (Mudigere),Karnataka,Chickmagalur,Mudigere,1,0,  -   ,,10,212123,1697,,  -   ,  -   
Nov-18,F104039,32316231,SRINIVASA MARKETING,Telangana,Nizamabad,Bodhan,  -   ,  -   ,  -   ,,4,99700,798,,  -   ,  -   
Nov-18,F103477,38598923,Sree Lakshmidevi Telecommunication,Karnataka,Mysore,Periyapatna,  -   ,  -   ,  -   ,,8,60644,485,,  -   ,  -   
Nov-18,F103263,34533286,Harsha Communication,Karnataka,Davangere,Channagiri,  -   ,  -   ,  -   ,,6,85623,685,,  -   ,  -   
Nov-18,F103523,35345966,Ten Ten Times,Kerala,Kasargod,Kasaragod,  -   ,  -   ,  -   ,,2,31887,255,,  -   ,  -   
Nov-18,F103498,34117517,Sri Maruthi Enterprises,Karnataka,Mysore,Periyapatna,  -   ,  -   ,  -   ,,3,5464,44,,  -   ,  -   
Nov-18,F104133,34359369,Sri Sai Mobiles,Telangana,Mahabub Nagar,Addakal,  -   ,  -   ,  -   ,,3,5564,45,,  -   ,  -   
Nov-18,F168340,32576478,Fiza Agencies,Kerala,Thiruvananthapuram,Chirayinkil,4,41018,937,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103312,37995342,Shree Mahalash Stores,Karnataka,Uttara Kannada,Kumta,1,1575,36,,1,31724,246,,  -   ,  -   
Nov-18,F103454,34141466,Blue Marketing,Kerala,Kozhikode,Kozhikode,  -   ,  -   ,  -   ,,1,3880,31,,  -   ,  -   
Nov-18,F103442,35231778,Baliga Enterprises,Karnataka,Chickmagalur,Chikmagalur,  -   ,  -   ,  -   ,,5,241546,1932,,  -   ,  -   
Nov-18,F103471,35337233,Sripad Communication,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,,4,37352,299,,  -   ,  -   
Nov-18,F161007,38587185,Rajeshwari Enterprises,Telangana,Warangal,Warangal,  -   ,  -   ,  -   ,,1,791,6,,  -   ,  -   
Nov-18,F103909,37794231,Hima Telecom,Karnataka,Hassan,Arsikere,  -   ,  -   ,  -   ,,3,78513,628,,  -   ,  -   
Nov-18,F103364,31426745,RR Infocomm,Karnataka,Udupi,Udupi,9,11152,215,,4,37365,299,,  -   ,  -   
Nov-18,F104439,32774514,Chintamadi Rakesh Kumar,Madhya Pradesh,Shivpuri,Shivpuri,30,1010637,29765,,14,1598034,2262,,  -   ,  -   
Nov-18,F170164,32783073,Agrawal Enterprises,Madhya Pradesh,Mandla,Mandla,25,759037,23592,,1,2928,23,,  -   ,  -   
Nov-18,F103496,35875242,Mas Vision,Kerala,Kozhikode,Koyilandi,  -   ,  -   ,  -   ,,14,215226,1722,,  -   ,  -   
Nov-18,F168638,38173937,Palani Agencies (SF),Tamil Nadu,Nagapattinam,Kilvelur,4,13452,658,,4,8525,67,,  -   ,  -   
Nov-18,F103698,32772859,Bhavana Home Appliances,Karnataka,Chickmagalur,Chikmagalur,  -   ,  -   ,  -   ,,2,9655,77,,  -   ,  -   
Nov-18,F104287,32947481,Ss Tyres,Madhya Pradesh,Ratlam,Ratlam,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103341,33642715,Shree Guru Communication,Karnataka,Dakshina Kannada,Bantval,  -   ,  -   ,  -   ,,9,127694,1022,,  -   ,  -   
Nov-18,F103776,32986717,Shree Prakash electronics,Karnataka,Uttara Kannada,Sirsi,  -   ,  -   ,  -   ,,5,82462,660,,  -   ,  -   
Nov-18,F104138,37794291,Harsh Electronics,Madhya Pradesh,Dhar,Sardarpur,  -   ,  -   ,  -   ,,3,1080,9,,  -   ,  -   
Nov-18,F172057,37747712,LG & Co,Tamil Nadu,Sivaganga,Sivaganga,8,198933,6035,,4,344,3,,  -   ,  -   
Nov-18,F103589,34557732,J.G.Ram Cell Zone,Tamil Nadu,Vellore,Katpadi,  -   ,  -   ,  -   ,,11,147448,1179,,  -   ,  -   
Nov-18,F171560,36922690,Sri Kundana Agencies,Andhra Pradesh,Guntur,Bapatla,10,77800,2340,,4,4688,38,,  -   ,  -   
Nov-18,F104194,37461649,Ganesh Mobiles & Accessories,Andhra Pradesh,Chittoor,Kalikiri,1,0,  -   ,,1,4770,38,,  -   ,  -   
Nov-18,F103300,36244887,Kavitha Enterpises,Karnataka,Dharwad,Hubli,  -   ,  -   ,  -   ,,2,5189,42,,  -   ,  -   
Nov-18,F104561,33948225,Uday Enterprises,Karnataka,Chikkaballapur,Gauribidanur,  -   ,  -   ,  -   ,,1,100,1,,  -   ,  -   
Nov-18,F104035,37856736,Jagruthi Agencies (SF),Telangana,Warangal,Maripeda,  -   ,  -   ,  -   ,,2,24231,194,,  -   ,  -   
Nov-18,F104200,38532447,Sri Hanuman Agencies,Andhra Pradesh,Krishna,Tiruvuru,  -   ,  -   ,  -   ,,1,1690,14,,  -   ,  -   
Nov-18,F171995,33206019,Cannon Marketing Services,Kerala,Ernakulam,Aluva,5,228557,5795,,1,469,4,,  -   ,  -   
Nov-18,F103591,33871938,Sai Kirana,Maharashtra,Kolhapur,Kagal,  -   ,  -   ,  -   ,,4,186,6,,  -   ,  -   
Nov-18,F103573,32321628,Sri Vinayaka Communications,Andhra Pradesh,Krishna,Krishna,  -   ,  -   ,  -   ,,2,37571,301,,  -   ,  -   
Nov-18,F103825,31867771,Veena Enterprises,Karnataka,Koppal,Gangavathi,32,690961,19497,,3,228,2,,  -   ,  -   
Nov-18,F108889,33212957,Sri Venkateshwara Kirani & General Stores (SF),Karnataka,Raichur,Sindhnur,1,25749,515,,2,3854,31,,  -   ,  -   
Nov-18,F104261,33524565,Sri Basaveshwara Enterprises,Karnataka,Mandya,Malavalli,1,  -   ,  -   ,,2,1275,10,,  -   ,  -   
Nov-18,F104562,33534341,Tabani Enterprises,Maharashtra,Nashik,Malegaon,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F104721,37692119,Mahiba Agencies (RMF),Tamil Nadu,Tuticorin,Tiruchendur,  -   ,  -   ,  -   ,,1,178,1,,  -   ,  -   
Nov-18,F101037,39614395,Maruthi Mobile & Electronics,Gujarat,Panch Mahals,Lunawada,  -   ,  -   ,  -   ,,1,596,5,,  -   ,  -   
Nov-18,F103418,37369996,Best Enterprises,Karnataka,Belgaum,Bailhongal,  -   ,  -   ,  -   ,,3,47231,378,,  -   ,  -   
Nov-18,F103832,35687139,Shiva Agencies,Telangana,Karim Nagar,Gattepalli,  -   ,  -   ,  -   ,,1,21200,170,,  -   ,  -   
Nov-18,F104759,34266744,Mobitronix,Karnataka,Mysore,Mysore,  -   ,  -   ,  -   ,,2,169,1,,  -   ,  -   
Nov-18,F103877,34869671,RAMESH KIRANAM/G.S,Telangana,Warangal,Nekkonda,1,1317,50,,3,5887,47,,  -   ,  -   
Nov-18,F104529,33496589,Balans Traders,Tamil Nadu,Nagapattinam,Mayiladuthurai,  -   ,  -   ,  -   ,,1,5847,47,,  -   ,  -   
Nov-18,F104658,33817833,Saikrupa Mobile Shopee (RMF),Maharashtra,Nashik,Sinnar,  -   ,  -   ,  -   ,,2,25131,201,,  -   ,  -   
Nov-18,F104518,39862164,Sri Lakshmi Ganesh Agencies,Andhra Pradesh,Krishna,Chatrai,  -   ,  -   ,  -   ,,7,57352,459,,  -   ,  -   
Nov-18,F103520,37958251,Skylark Distributors,Kerala,Palakkad,Alathur,  -   ,  -   ,  -   ,,1,21999,176,,  -   ,  -   
Nov-18,F103255,31942121,Mahaveer Marketing,Karnataka,Mysore,Nanjangud,  -   ,  -   ,  -   ,,1,310,2,,  -   ,  -   
Nov-18,F104202,36973429,Shettys Mobile,Telangana,Medak,Ramayampet,  -   ,  -   ,  -   ,,3,3891,31,,  -   ,  -   
Nov-18,F104744,32933132,U.S Traders,Karnataka,Mysore,Mysore,  -   ,  -   ,  -   ,,1,609,5,,  -   ,  -   
Nov-18,F104750,32198199,Sree Krishna Agency ,Madhya Pradesh,Dewas,Kannod,  -   ,  -   ,  -   ,,1,95,1,,  -   ,  -   
Nov-18,F103586,33887915,Sanari Trading Company,Kerala,Malappuram,Tirurangadi,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F104203,33921971,Shri Chirag Kirana,Madhya Pradesh,Dhar,Dhar,  -   ,  -   ,  -   ,,2,1301,10,,  -   ,  -   
Nov-18,F104711,38793477,Sai Distributors,Karnataka,Bijapur(KAR),Bijapur,3,  -   ,60,,3,3344,27,,  -   ,  -   
Nov-18,F104357,31261863,Ramprasad,Telangana,Warangal,Mulug,  -   ,  -   ,  -   ,,2,25903,207,,  -   ,  -   
Nov-18,F103810,39745933,Uday Book Center,Andhra Pradesh,Kurnool,Kurnool,1,475,22,,2,2090,17,,  -   ,  -   
Nov-18,F170774,37654537,Satya Sri Agencies,Andhra Pradesh,East Godavari,Ravulapalem,6,219515,5842,,2,1107,4,,  -   ,  -   
Nov-18,F102777,32128025,Dinesh Sales,Gujarat,Rajkot,Rajkot,31,1004461,29881,,1,468,4,,  -   ,  -   
Nov-18,F103796,39717877,S.V.S Bhavya Agencies,Andhra Pradesh,Cuddapah,Veeraballe,  -   ,  -   ,  -   ,,2,8940,72,,  -   ,  -   
Nov-18,F104262,34151127,Akhil Krishna Agencies,Telangana,Mahabub Nagar,Gadwal,  -   ,  -   ,  -   ,,2,619,5,,  -   ,  -   
Nov-18,F104534,33769259,Rohith Mobiles & Electronics (RMF),Telangana,Adilabad,Luxettipet,  -   ,  -   ,  -   ,,3,113045,904,,  -   ,  -   
Nov-18,F103238,38551874,Radhesham Communication,Karnataka,Belgaum,Khanapur,  -   ,  -   ,  -   ,,1,40615,325,,  -   ,  -   
Nov-18,F103361,37366934,Yes power Solution,Karnataka,Ramanagar,Kanakapura,  -   ,  -   ,  -   ,,6,59291,474,,  -   ,  -   
Nov-18,F104317,39686175,K.G.R Agencies,Andhra Pradesh,Kurnool,Banaganapalle,  -   ,  -   ,  -   ,,1,295,2,,  -   ,  -   
Nov-18,F173173,30865984,Matha Associates,Kerala,Thiruvananthapuram,Thiruvananthapuram,11,87456,2442,,2,4837,39,,  -   ,  -   
Nov-18,F166439,35271756,Raju Electronics,Karnataka,Tumkur,Kunigal,  -   ,  -   ,  -   ,,2,10854,87,,  -   ,  -   
Nov-18,F101022,38932329,Ridhhi Enterprise,Gujarat,Banaskantha,Disa,  -   ,  -   ,  -   ,,2,45,0,,  -   ,  -   
Nov-18,F104777,37555569,Shiv Enterprises,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,  -   ,  -   ,  -   ,,3,38832,308,,  -   ,  -   
Nov-18,F103445,37187787,Shree Lakshmipriya Communication,Karnataka,Dakshina Kannada,Puttur,  -   ,  -   ,  -   ,,1,2550,20,,  -   ,  -   
Nov-18,F104333,33193779,Mega Tech Electricals & Electronics,Karnataka,Mysore,Nanjangud,  -   ,  -   ,  -   ,,1,49,0,,  -   ,  -   
Nov-18,F103552,35445417,Rochak Rice Corner,Karnataka,Tumkur,Tumkur,  -   ,  -   ,  -   ,,5,36035,288,,  -   ,  -   
Nov-18,F104312,34489569,Suman Communication,Telangana,Warangal,Wardhannapet,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103550,35141371,Thrivikrama Associates,Andhra Pradesh,Guntur,Guntur,  -   ,  -   ,  -   ,,1,4744,38,,  -   ,  -   
Nov-18,F103845,37152986,Hayath enterprises,Karnataka,Tumkur,Sira,  -   ,  -   ,  -   ,,1,5956,48,,  -   ,  -   
Nov-18,F104781,32361858,Kushal Gaydhane Kirana Stores ,Maharashtra,Gondia,Sadak Arjuni,  -   ,  -   ,  -   ,,1,65,1,,  -   ,  -   
Nov-18,F103218,32555191,Sri Ahalya Marketing,Karnataka,Mandya,Srirangapatna,  -   ,  -   ,  -   ,,1,9633,77,,  -   ,  -   
Nov-18,F104002,35744487,Mallikarjuna Mobiles,Telangana,Nalgonda,Miryalguda,  -   ,  -   ,  -   ,,1,5430,43,,  -   ,  -   
Nov-18,F103990,31513451,S.R.S Agencies,Tamil Nadu,Tiruvarur,Nannilam,  -   ,  -   ,  -   ,,1,503,4,,  -   ,  -   
Nov-18,F101029,37366878,Gurukrupa Communication,Gujarat,Panch Mahals,Godhra,  -   ,  -   ,  -   ,,7,21328,171,,  -   ,  -   
Nov-18,F170709,34748147,Ushed & Sons,Madhya Pradesh,Shivpuri,Kolaras,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F104731,31415449,G.J.Enterprises (RMF),Karnataka,Kolar,Mulbagal,  -   ,  -   ,  -   ,,2,1492,12,,  -   ,  -   
Nov-18,F104573,33999563,Persis Mobiles,Andhra Pradesh,Krishna,Krishna,  -   ,  -   ,  -   ,,1,360,3,,  -   ,  -   
Nov-18,F104524,38875394,Sanjari Agencies,Madhya Pradesh,Rajgarh,Sarangpur,  -   ,  -   ,  -   ,,2,28213,226,,  -   ,  -   
Nov-18,F138681,31211357,Chowdeshwari Enterprises ,Karnataka,Kolar,Bagepalli,  -   ,  -   ,  -   ,,1,65,1,,  -   ,  -   
Nov-18,F170431,38212401,Pius Associates,Kerala,Thrissur,Mukundapuram,20,322985,9240,,1,198,2,,  -   ,  -   
Nov-18,F104128,35247931,Harikanth mobiles,Telangana,Mahabub Nagar,Baswaipalli,1,349,19,,9,85022,680,,  -   ,  -   
Nov-18,F103702,38733574,Swasthik Electronics,Karnataka,Dakshina Kannada,Sullia,  -   ,  -   ,  -   ,,2,100031,800,,  -   ,  -   
Nov-18,F166194,39785058,Ruchi Telecom,Madhya Pradesh,Hoshangabad,Itarsi,  -   ,  -   ,  -   ,,1,909,7,,  -   ,  -   
Nov-18,F170905,35351687,Phloem Techno Solutions,Tamil Nadu,Tiruvallur,Poonamallee,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103481,35354366,Mithra Communication,Karnataka,Shimoga,Hosanagara,  -   ,  -   ,  -   ,,3,100991,808,,  -   ,  -   
Nov-18,F104393,35371744,Sri Venkateshwara Cell Point(MYD),Andhra Pradesh,Cuddapah,S.Mydukur,  -   ,  -   ,  -   ,,3,8541,68,,  -   ,  -   
Nov-18,F103275,38387266,Veeresh Dresses,Karnataka,Chitradurga,Molakalmuru,  -   ,  -   ,  -   ,,1,65,1,,  -   ,  -   
Nov-18,F104533,35488159,Mani & Co.,Tamil Nadu,Nilgiris,Udhagamandalam,  -   ,  -   ,  -   ,,3,8107,65,,  -   ,  -   
Nov-18,F100983,33485259,Kanha Mobile,Gujarat,Panch Mahals,Godhra,  -   ,  -   ,  -   ,,2,3485,28,,  -   ,  -   
Nov-18,F104264,37344197,PVR Mobiles,Karnataka,Mysore,Mysore,  -   ,  -   ,  -   ,,1,9624,77,,  -   ,  -   
Nov-18,F168647,37197961,Nireeksha Enterprises,Karnataka,Mandya,Malavalli,1,  -   ,  -   ,,2,8064,65,,  -   ,  -   
Nov-18,F103408,32929198,Nandi Communication,Karnataka,Shimoga,Sagar,  -   ,  -   ,  -   ,,3,26489,212,,  -   ,  -   
Nov-18,F103648,38976291,Ravi Mobiles,Andhra Pradesh,Chittoor,Palamaner,3,0,  -   ,,2,4007,32,,  -   ,  -   
Nov-18,F103407,36878375,Sri Laxmi Tele General Store,Karnataka,Uttara Kannada,Haliyal,  -   ,  -   ,  -   ,,1,5229,42,,  -   ,  -   
Nov-18,F103701,37234583,Suma Fancy & General Store,Karnataka,Udupi,Kundapura,  -   ,  -   ,  -   ,,1,110,1,,  -   ,  -   
Nov-18,F168613,31444461,Jaleshwar enterprise,Gujarat,Banaskantha,Palanpur,15,340954,8811,,1,35,0,,  -   ,  -   
Nov-18,F103879,35814793,S L V Stores,Karnataka,Hassan,Channarayaptna,  -   ,  -   ,  -   ,,4,63400,499,,  -   ,  -   
Nov-18,F104544,39366361,Sai Agencies ( SF ),Andhra Pradesh,Guntur,Atchampet,  -   ,  -   ,  -   ,,2,16096,129,,  -   ,  -   
Nov-18,F104661,34965622,Chandra Prakash Agencies (RMF),Telangana,Adilabad,Luxettipet,  -   ,  -   ,  -   ,,4,23257,186,,  -   ,  -   
Nov-18,F103412,31723238,Tejaswi Enterprises,Karnataka,Koppal,Koppal,  -   ,  -   ,  -   ,,1,348,3,,  -   ,  -   
Nov-18,F103820,35973792,Mallikarjuna Enterprises,Karnataka,Raichur,Lingasugur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103628,34695237,Kantesh Telelink,Karnataka,Bagalkot,Bagalkot,  -   ,  -   ,  -   ,,1,9084,67,,  -   ,  -   
Nov-18,F104640,31212363,Aurora Traders (RMF),Tamil Nadu,Kanyakumari,Vilavancode,  -   ,  -   ,  -   ,,1,6742,54,,  -   ,  -   
Nov-18,F168654,31849189,Shri Basaveshwar Communication (SF),Karnataka,Dharwad,Kundgol,  -   ,  -   ,  -   ,,2,2180,17,,  -   ,  -   
Nov-18,F103197,32273643,Mohithe Agencies,Karnataka,Davangere,Harihar,  -   ,  -   ,  -   ,,1,10054,80,,  -   ,  -   
Nov-18,F104621,32579936,Hari Om Enterprises (RMF),Maharashtra,Aurangabad,Aurangabad,  -   ,  -   ,  -   ,,1,11087,89,,  -   ,  -   
Nov-18,F103600,31778242,Sri Shanmukha Enterprises,Andhra Pradesh,East Godavari,Atreyapuram Mandal,  -   ,  -   ,  -   ,,2,4006,32,,  -   ,  -   
Nov-18,F104012,34263743,Sangeeth Radios,Kerala,Wayanad,Mananthavady,  -   ,  -   ,  -   ,,1,150,1,,  -   ,  -   
Nov-18,F104234,35954387,Satish Medicals,Karnataka,Mysore,Periyapatna,  -   ,  -   ,  -   ,,1,65,1,,  -   ,  -   
Nov-18,F104334,34917371,Reddy Electronics & Electricals,Andhra Pradesh,Ananthapur,Uravakonda,  -   ,  -   ,  -   ,,2,18118,145,,  -   ,  -   
Nov-18,F104319,37344546,Carifor D.T.H Entertainment,Kerala,Wayanad,Vythiri,  -   ,  -   ,  -   ,,1,53309,426,,  -   ,  -   
Nov-18,F104473,36432345,B.M.R. Agencies,Telangana,Khammam,Yellandu,  -   ,  -   ,  -   ,,1,701,6,,  -   ,  -   
Nov-18,F104528,37292547,Aleef Enterprises,Andhra Pradesh,Nellore,Nellore,  -   ,  -   ,  -   ,,1,4740,38,,  -   ,  -   
Nov-18,F103618,36934517,PRASHANTH ELECTRONICS,Karnataka,Chickmagalur,Koppa,  -   ,  -   ,  -   ,,7,175097,1401,,  -   ,  -   
Nov-18,F104715,37725463,Royall Technology (RMF),Maharashtra,Amravati,Amravati,  -   ,  -   ,  -   ,,1,999,8,,  -   ,  -   
Nov-18,F102810,33297392,SLR Enterprises,Karnataka,Tumkur,Gubbi,1,2524,62,,1,3137,25,,  -   ,  -   
Nov-18,F170757,37590284,Sri Venkateshwara Agencies,Andhra Pradesh,Nellore,Atmakur,2,33826,857,,2,669,5,,  -   ,  -   
Nov-18,F103457,36769188,Cell Paradise,Karnataka,Hassan,Hassan,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F104402,36228753,Maa Kamaksha Traders,Madhya Pradesh,Sehore,Budhni,  -   ,  -   ,  -   ,,1,28,0,,  -   ,  -   
Nov-18,F104521,32758542,Tharun Communications,Karnataka,Chickmagalur,Kadur,  -   ,  -   ,  -   ,,1,16683,133,,  -   ,  -   
Nov-18,F104605,37188152,M.R.Kiranam & General Store (RMF),Telangana,Mahabub Nagar,Amangal,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103203,35348711,Siddarth Communication,Karnataka,Bijapur(KAR),Bijapur,  -   ,  -   ,  -   ,,1,2259,18,,  -   ,  -   
Nov-18,F103371,38575315,Royal Mobile,Karnataka,Haveri,Shiggaon,  -   ,  -   ,  -   ,,1,11289,90,,  -   ,  -   
Nov-18,F104679,38212923,Sivasankar Communications (RMF),Kerala,Thiruvananthapuram,Chirayinkeezhu,  -   ,  -   ,  -   ,,1,13551,108,,  -   ,  -   
Nov-18,F103783,31398184,Shreyas Communications,Karnataka,Raichur,Deodurga,  -   ,  -   ,  -   ,,1,335,3,,  -   ,  -   
Nov-18,F103965,37735597,Sri Balaji Mobiles,Telangana,Nalgonda,Nalgonda,  -   ,  -   ,  -   ,,2,7286,58,,  -   ,  -   
Nov-18,F103441,33369177,Praveen Raj Electronics,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,,2,12057,96,,  -   ,  -   
Nov-18,F103404,38311879,Sanmati Stationeries,Karnataka,Dharwad,Alnavar,  -   ,  -   ,  -   ,,4,19502,156,,  -   ,  -   
Nov-18,F104788,33656716,Ansari Trading ,Maharashtra,Nagpur,Kamptee,  -   ,  -   ,  -   ,,2,1814,15,,  -   ,  -   
Nov-18,F103610,37714626,S.P Travels Solutions,Karnataka,Dharwad,Hubli,  -   ,  -   ,  -   ,,1,3626,29,,  -   ,  -   
Nov-18,F164611,38561457,Sri Balaji Agencies,Telangana,Hyderabad,Hyd,1,  -   ,  -   ,,1,60,0,,  -   ,  -   
