Month,FID,RMF PNH ID,RMF Name,State,District,Town, RF'S  , Total value , Earned Margin ,, RF'S  , Total value , Earned Margin ,,RF's,Earned Margin
Aug-18,F104068,34524471,Deep Enterprises,Madhya Pradesh,Dhar,Dhar,1,17837,197,,19,735968,2055,,  -   ,  -   
Aug-18,F104060,36761584,SREE INFOCOMM,Kerala,Malappuram,Ponani,  -   ,  -   ,  -   ,,2,456482,946,,  -   ,  -   
Aug-18,F104135,32572337,Saraswathy Agencies,Tamil Nadu,Salem,Omalur,  -   ,  -   ,  -   ,,4,29675,105,,  -   ,  -   
Aug-18,F161011,33513877,Naveen Enterprises,Karnataka,Chikkaballapur,Gauribidanur,1,8342,197,,3,8130,16,,  -   ,  -   
Aug-18,F104827,32313239,Anjali Computers,Madhya Pradesh,Ratlam,Piploda,2,21089,36,,5,3572788,7245,,  -   ,  -   
Aug-18,F104446,37827214,Rajeswari Communication,Andhra Pradesh,Srikakulam,Santabommali Mandal,  -   ,  -   ,  -   ,,14,534021,1616,,  -   ,  -   
Aug-18,F104491,39336428,K.T.Enterprises,Tamil Nadu,Ramanathapuram,Ramanathapuram,  -   ,  -   ,45,,22,125372,364,,  -   ,  -   
Aug-18,F104579,31421894,Sri Ram Agencies,Andhra Pradesh,Krishna,Kaikalur,32,897002,27241,,52,555172,3753,,32,4000
Aug-18,F138681,31211357,Chowdeshwari Enterprises ,Karnataka,Kolar,Bagepalli,2,41048,1356,,6,78378,170,,  -   ,  -   
Aug-18,F103886,36912368,Lakshmi cool drinks,Andhra Pradesh,Chittoor,Kanipakam,  -   ,  -   ,  -   ,,16,274576,1695,,  -   ,  -   
Aug-18,F103547,35597126,King Communication,Maharashtra,Sangli,Miraj,  -   ,  -   ,  -   ,,32,463883,3123,,  -   ,  -   
Aug-18,F104727,33451512,Suresh Mobiles,Andhra Pradesh,West Godavari,Eluru,  -   ,  -   ,  -   ,,7,68706,194,,  -   ,  -   
Aug-18,F104608,37169198,Darbar Telecom (RMF),Madhya Pradesh,Dhar,Dhar,5,45617,313,,22,6412690,13009,,  -   ,  -   
Aug-18,F104136,37997317,Sri Gayathri Fancy Stores,Andhra Pradesh,Prakasam,Kanigiri,32,714366,18025,,36,4612144,11567,,27,4000
Aug-18,F164612,33965746,S.V Communications,Telangana,Medak,Siddipet,5,376553,5253,,6,3727977,7508,,  -   ,  -   
Aug-18,F103570,36936511,Sai Ram General Stores,Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,,5,259155,615,,  -   ,  -   
Aug-18,F103671,39656715,M.S Agencies,Kerala,Kollam,Kottarakkara,  -   ,  -   ,  -   ,,23,518383,4004,,  -   ,  -   
Aug-18,F167094,32473939,Taxfin solutions,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,2,110520,221,,  -   ,  -   
Aug-18,F103788,39817397,Jishnu Distribution,Karnataka,Kolar,Bangarapet,35,791689,21766,,25,586119,3786,,35,4000
Aug-18,F103659,34494845,S R Communication,Karnataka,Udupi,Kundapura,35,283915,6963,,17,190008,856,,  -   ,  -   
Aug-18,F104522,32494525,Sangameshwara Mobiles,Telangana,Hyderabad,Hyd,  -   ,  -   ,  -   ,,7,205919,712,,  -   ,  -   
Aug-18,F104729,34388184,New Shop nook,Maharashtra,Nagpur,Ramtek,5,30427,952,,18,124590,951,,  -   ,  -   
Aug-18,F168355,31642833,Mahesh kirana,Madhya Pradesh,Guna,Raghogarh,1,10045,81,,2,1369780,2823,,  -   ,  -   
Aug-18,F104133,34359369,Sri Sai Mobiles,Telangana,Mahabub Nagar,Addakal,  -   ,  -   ,  -   ,,3,41056,322,,  -   ,  -   
Aug-18,F102583,33129428,Kabbalamma communication,Karnataka,Bangalore,Bangalore South,1,11250,20,,7,4779692,9704,,  -   ,  -   
Aug-18,F160501,37000031,Kismat Telecom,Gujarat,Rajkot,Wankaner,16,190598,15283,,10,14544889,29514,,  -   ,  -   
Aug-18,F104114,34161456,Gayathri Fancy & Gift Articles,Andhra Pradesh,Krishna,Vijayawada (Urban),  -   ,  -   ,  -   ,,7,70635,282,,  -   ,  -   
Aug-18,F103406,39268732,Sri Nanda Enterprises,Karnataka,Kolar,Srinivasapura,1,972,79,,18,114236,764,,  -   ,  -   
Aug-18,F104822,38373317,New Unique Computers & Mobiles,Maharashtra,Sangli,Khanapur,1,12646,50,,3,4312200,8624,,  -   ,  -   
Aug-18,F103786,32271272,Vishnu Mobile,Karnataka,Kodagu,Madikeri,  -   ,  -   ,  -   ,,1,47236,330,,  -   ,  -   
Aug-18,F103485,38755594,J.K Electronics Sales and Services,Karnataka,Hassan,Sakleshpur,  -   ,  -   ,  -   ,,4,132841,705,,  -   ,  -   
Aug-18,F103875,35663984,Abhay Enterprises,Madhya Pradesh,Hoshangabad,Hoshangabad,  -   ,  -   ,255,,2,145039,291,,  -   ,  -   
Aug-18,F165408,36066249,Harsiddhi Telecom,Gujarat,Surat,Palsana,  -   ,  -   ,  -   ,,3,34705,229,,  -   ,  -   
Aug-18,F164030,33868721,ARHAM SOLUTION,Karnataka,Ramanagar,Ramanagara,  -   ,  -   ,20,,1,3389300,6781,,  -   ,  -   
Aug-18,F104861,37484155,Rajpoot Communications ,Madhya Pradesh,Gwalior,Gwalior,3,31689,156,,5,9957148,20867,,  -   ,  -   
Aug-18,F104176,38544893,Lakshmi Balaji Enterprises,Andhra Pradesh,Chittoor,Tirupati (Urban),5,366288,8576,,12,1399863,2908,,  -   ,  -   
Aug-18,F103851,37494478,Sree Tejaji Mobile Gallery,Madhya Pradesh,Indore,Indore,  -   ,  -   ,  -   ,,3,14108,35,,  -   ,  -   
Aug-18,F166996,30300175,Agrawal Online Center,Madhya Pradesh,Shivpuri,Shivpuri,1,10600,29,,1,317600,635,,  -   ,  -   
Aug-18,F104471,37415661,Digital Agency,Tamil Nadu,Madurai,Madurai South,  -   ,  -   ,  -   ,,1,3630,10,,  -   ,  -   
Aug-18,F101032,33748734,K.G.N.Mobiles,Gujarat,Kachchh,Mundra,  -   ,  -   ,  -   ,,4,606740,1344,,  -   ,  -   
Aug-18,F104806,37545948,Sai Krishna Agencies,Tamil Nadu,Kanyakumari,Agastheeswaram,12,283048,4627,,13,89934,467,,  -   ,  -   
Aug-18,F103717,32533384,Joothi D2H,Tamil Nadu,Sivaganga,Tirupattur,10,136421,3001,,43,449430,3211,,  -   ,  -   
Aug-18,F104813,37225718,Shri Ram Computers,Madhya Pradesh,Shivpuri,Shivpuri,1,10142,32,,3,5145895,10295,,  -   ,  -   
Aug-18,F104594,32733147,Santosh Textiles (RMF),Karnataka,Chamrajnagar,Kollegal,  -   ,  -   ,  -   ,,2,74167,293,,  -   ,  -   
Aug-18,F102811,36475217,Vivekananda Electricals & Hardware Oorukera Near Bus stop,Karnataka,Tumkur,Tumkur,  -   ,  -   ,  -   ,,2,143001,321,,  -   ,  -   
Aug-18,F101030,31827484,Zoya Mobile Care & Xerox,Gujarat,Ahmedabad,Sanand,  -   ,  -   ,  -   ,,5,332589,778,,  -   ,  -   
Aug-18,F104171,34761823,Sai Communications,Telangana,Medak,Ananthsagar,1,23850,218,,4,6284147,12577,,  -   ,  -   
Aug-18,F169953,33286114,Buscon And Developers Private Limited,Uttar Pradesh,Lucknow,Lucknow,  -   ,  -   ,  -   ,,1,900,2,,  -   ,  -   
Aug-18,F170164,32783073,Agrawal Enterprises,Madhya Pradesh,Mandla,Mandla,20,609494,15169,,2,20,0,,  -   ,  -   
Aug-18,F168656,37279643,KSB ENTERPRISES,Karnataka,Yadgir,Shahpur,1,  -   ,  -   ,,15,121932,975,,  -   ,  -   
Aug-18,F104830,39651669,New Internet,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,1,253500,508,,  -   ,  -   
Aug-18,F104591,39278171,Badri Prasad Satish Kumar,Madhya Pradesh,Morena,Sabalgarh,6,120135,2285,,4,220419,479,,  -   ,  -   
Aug-18,F104730,38113398,A.T.K.O.Agencies,Kerala,Malappuram,Ponnani,  -   ,  -   ,  -   ,,8,3253460,6792,,  -   ,  -   
Aug-18,F104681,38876518,Sai Ram Communications (RMF),Andhra Pradesh,Krishna,Vijayawada (Urban),4,30649,443,,19,2478848,9010,,  -   ,  -   
Aug-18,F168269,34788412,S K Enterprise,Gujarat,Rajkot,Rajkot,  -   ,  -   ,  -   ,,1,1500,3,,  -   ,  -   
Aug-18,F103295,31993938,Sri Manjunath Stores,Karnataka,Hassan,Arkalgud,1,11362,297,,29,463036,2876,,  -   ,  -   
Aug-18,F104523,32871911,Jayalakshmi Enterprises,Andhra Pradesh,Kurnool,Nandyal,  -   ,  -   ,  -   ,,2,236700,473,,  -   ,  -   
Aug-18,F103829,38883354,Sachin mobile shopy,Maharashtra,Sangli,Miraj,1,1500,45,,19,987992,2759,,  -   ,  -   
Aug-18,F104078,39746469,National Enterprises,Karnataka,Chickmagalur,Chikmagalur,26,166669,5378,,26,381635,2377,,  -   ,  -   
Aug-18,F103942,39745443,Vijay Electronics,Tamil Nadu,Sivaganga,Karaikudi,3,10269,195,,15,450565,3471,,  -   ,  -   
Aug-18,F168657,31882321,The Next Stores,Andhra Pradesh,Guntur,Sattenapalle,  -   ,  -   ,  -   ,,6,80977,629,,  -   ,  -   
Aug-18,F103903,34935619,Friends Mobiles,Kerala,Kasargod,Hosdurg,2,24017,111,,3,7932162,15957,,  -   ,  -   
Aug-18,F101012,39746229,Delight Mobiles,Gujarat,Rajkot,Rajkot,5,65596,534,,8,5921375,13067,,  -   ,  -   
Aug-18,F104313,31418739,Sohil Mobile & Gsm Service,Madhya Pradesh,Bhopal,Huzur,11,346949,7379,,14,2372293,4785,,  -   ,  -   
Aug-18,F103385,36821467,SANNIDHI COMMUNICATION-36821467,Karnataka,Shimoga,Shimoga,2,571,29,,59,983257,6495,,  -   ,  -   
Aug-18,F103258,38511973,Vikas Communication,Karnataka,Dharwad,Hubli,  -   ,  -   ,  -   ,,10,120316,957,,  -   ,  -   
Aug-18,F165318,33139637,Maharaam Exports Imports,Tamil Nadu,Tirunelveli,Radhapuram,17,150101,3057,,17,619103,2089,,  -   ,  -   
Aug-18,F104633,33392525,S.H.Communication (RMF),Kerala,Thrissur,Kodungallur,3,23726,92,,8,3419238,7654,,  -   ,  -   
Aug-18,F104317,39686175,K.G.R Agencies,Andhra Pradesh,Kurnool,Banaganapalle,  -   ,  -   ,  -   ,,2,763,3,,  -   ,  -   
Aug-18,F168492,35700748,Shree Bhavani provision store,Gujarat,Vadodara,Vadodara,3,32549,576,,1,368944,740,,  -   ,  -   
Aug-18,F104045,33249572,Jai Shree Photocopy,Madhya Pradesh,Dhar,Dhar,1,12050,58,,2,905723,1816,,  -   ,  -   
Aug-18,F103391,39484396,Sri Prem Sai Mobile,Andhra Pradesh,Ananthapur,Anantapur,  -   ,  -   ,  -   ,,41,348400,2693,,  -   ,  -   
Aug-18,F103436,36137169,Ravi Enterprises,Karnataka,Chickmagalur,Chikmagalur,  -   ,  -   ,  -   ,,11,272981,1833,,  -   ,  -   
Aug-18,F104719,36264327,Arkam Communication (RMF),Maharashtra,Satara,Karad,  -   ,  -   ,  -   ,,4,900,2,,  -   ,  -   
Aug-18,F103441,33369177,Praveen Raj Electronics,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,,3,17457,140,,  -   ,  -   
Aug-18,F103058,36037853,Shreeji travels,Gujarat,Panch Mahals,Halol,  -   ,  -   ,  -   ,,2,500,1,,  -   ,  -   
Aug-18,F103953,39478852,Kesar Communications,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,19,941387,2884,,  -   ,  -   
Aug-18,F103840,33399267,Group Communication,Tamil Nadu,Sivaganga,Tirupattur,3,13666,140,,53,990543,4529,,  -   ,  -   
Aug-18,F103496,35875242,Mas Vision,Kerala,Kozhikode,Koyilandi,  -   ,  -   ,  -   ,,21,350593,2793,,  -   ,  -   
Aug-18,F166986,35507173,Shri Balaji Treadrs,Madhya Pradesh,Neemuch,Neemuch,29,250832,5776,,2,3707781,7416,,  -   ,  -   
Aug-18,F103473,35548526,Sri Anjana Stores,Andhra Pradesh,Chittoor,Madanapalle,1,10755,290,,7,136080,360,,  -   ,  -   
Aug-18,F103252,35539823,Arjun Telelinks,Karnataka,Shimoga,Sorab,2,5374,196,,10,147324,1149,,  -   ,  -   
Aug-18,F168244,33488616,Recharge Point,Maharashtra,Solapur,Pandharpur,1,10600,12,,3,335450,713,,  -   ,  -   
Aug-18,F104126,39457249,Kempegowda Enterprises,Karnataka,Mysore,K R Nagar,  -   ,  -   ,  -   ,,4,285,1,,  -   ,  -   
Aug-18,F103616,38452219,Akshara Xerox Center,Maharashtra,Solapur,Malshiras,  -   ,  -   ,  -   ,,4,188108,470,,  -   ,  -   
Aug-18,F104777,37555569,Shiv Enterprises,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,  -   ,  -   ,  -   ,,5,40741,209,,  -   ,  -   
Aug-18,F168012,36628215,Sumit computers,Rajasthan,Dholpur,Bari,  -   ,  -   ,  -   ,,1,136520,273,,  -   ,  -   
Aug-18,F104575,35388513,Paniston Multi Business Centre (RMF),Tamil Nadu,Tirunelveli,Radhapuram,8,182184,5040,,7,42701,304,,  -   ,  -   
Aug-18,F104116,33791688,National Stores,Karnataka,Hassan,Arsikere,6,3309,126,,2,6045,25,,  -   ,  -   
Aug-18,F103221,34845889,Pai Pariwar,Karnataka,Chickmagalur,Mudigere,  -   ,  -   ,  -   ,,1,310,1,,  -   ,  -   
Aug-18,F103195,36883178,SHREE  MARKETING  & DISTBUTORS,Karnataka,Tumkur,Gubbi,3,  -   ,20,,25,122157,858,,  -   ,  -   
Aug-18,F104632,33623178,Farhan Communication (RMF),Kerala,Thiruvananthapuram,Thiruvananthapuram,1,12646,50,,6,4415896,9060,,  -   ,  -   
Aug-18,F170709,34748147,Ushed & Sons,Madhya Pradesh,Shivpuri,Kolaras,  -   ,  -   ,  -   ,,1,367020,734,,  -   ,  -   
Aug-18,F104574,35954175,T.S.Mobiles & Gift Center,Karnataka,Kolar,Gauribidanur,18,89245,3115,,7,35139,119,,  -   ,  -   
Aug-18,F103691,33668618,ARCHANA MEDICAL,Karnataka,Tumkur,Sira,  -   ,  -   ,  -   ,,7,57944,464,,  -   ,  -   
Aug-18,F161023,32784359,Ganesh Agencies,Telangana,Adilabad,Mancherial,7,  -   ,  -   ,,1,2530,5,,  -   ,  -   
Aug-18,F103248,34756965,Om agencies,Karnataka,Shimoga,Sorab,  -   ,  -   ,  -   ,,11,116755,844,,  -   ,  -   
Aug-18,F104720,34592448,Swami Samarth Mobiles (RMF),Maharashtra,Ratnagiri,Ratnagiri,  -   ,  -   ,  -   ,,22,287366,1252,,  -   ,  -   
Aug-18,F167868,32788322,Amer & Sons,Madhya Pradesh,Sheopur,Sheopur,  -   ,  -   ,  -   ,,1,385370,771,,  -   ,  -   
Aug-18,F103960,33538453,Khan Agency,Madhya Pradesh,Dewas,Dewas,4,41847,266,,8,3834887,7771,,  -   ,  -   
Aug-18,F103892,34963576,Sai Ram Communications,Telangana,Warangal,Narsampet,  -   ,  -   ,  -   ,,37,677371,3586,,  -   ,  -   
Aug-18,F103578,38998385,K.G.N Watch & Mobiles,Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,,8,214275,1581,,  -   ,  -   
Aug-18,F170002,31700502,Mahadeva Communications,Kerala,Thiruvananthapuram,Thiruvananthapuram,2,14237,114,,4,4114789,9055,,  -   ,  -   
Aug-18,F164059,31263262,Shri Enterprises,Madhya Pradesh,Rewa,Hanumana,  -   ,  -   ,  -   ,,1,388,1,,  -   ,  -   
Aug-18,F102814,34928815,Pragnya Enterprises,Karnataka,Tumkur,Tumkur,  -   ,  -   ,15,,7,14976,96,,  -   ,  -   
Aug-18,F104658,33817833,Saikrupa Mobile Shopee (RMF),Maharashtra,Nashik,Sinnar,  -   ,  -   ,  -   ,,4,42677,341,,  -   ,  -   
Aug-18,F104409,31917629,Balaji Communications,Telangana,K.V.Rangareddy,Rangareddy,2,18092,162,,6,2106392,4493,,  -   ,  -   
Aug-18,F104660,37199624,Maruthi Mobile Point (RMF),Telangana,Medak,Bangla Venkatapur,12,173626,3763,,17,560671,2054,,  -   ,  -   
Aug-18,F103949,36981477,Siddhnath Electronics,Maharashtra,Sangli,Atpadi,  -   ,  -   ,  -   ,,5,16398,83,,  -   ,  -   
Aug-18,F104561,33948225,Uday Enterprises,Karnataka,Chikkaballapur,Gauribidanur,  -   ,  -   ,  -   ,,2,330,3,,  -   ,  -   
Aug-18,F104461,31916347,Satguru Enterprises,Madhya Pradesh,Barwani,Sendhwa,  -   ,  -   ,  -   ,,3,465233,1185,,  -   ,  -   
Aug-18,F104410,31683429,Gayathri Medical And General Stores,Telangana,Medak,Siddipet,9,269806,5580,,26,15157534,33953,,  -   ,  -   
Aug-18,F167909,33961312,Nimar nagrik suvidha kendra,Madhya Pradesh,Dhar,Manawar,5,56259,512,,6,25380946,50781,,  -   ,  -   
Aug-18,F104304,37774362,Sri Laxmi Mobile Point,Karnataka,Kodagu,Somwarpet,12,12093,334,,36,707737,4077,,  -   ,  -   
Aug-18,F104832,35534612,S.L.V.Tours & Travels,Karnataka,Bangalore,Bangalore South,5,77930,439,,5,16649097,33976,,  -   ,  -   
Aug-18,F104372,35559163,Veerabhadreshwara Traders (RMF),Karnataka,Kodagu,Somvarpet,16,12775,378,,38,1054452,7964,,  -   ,  -   
Aug-18,F168146,37566779,Hemanth Photo Copy,Madhya Pradesh,Guna,Guna,1,10193,59,,2,2829955,5727,,  -   ,  -   
Aug-18,F168651,36915367,Sai Prajwal Agencies,Karnataka,Tumkur,Madhugiri,17,683138,13676,,4,57336,126,,  -   ,  -   
Aug-18,F104646,38184888,Pedhiwal Sales (RMF),Maharashtra,Amravati,Paratwada,1,15393,168,,8,320137,672,,  -   ,  -   
Aug-18,F104221,34274529,Bharath Enterprises,Karnataka,Hassan,Channarayapatna,2,  -   ,  -   ,,2,20600,45,,  -   ,  -   
Aug-18,F103208,31724515,The Mobile Expert,Karnataka,Kolar,Chintamani,3,7777,246,,16,144545,1045,,  -   ,  -   
Aug-18,F104799,34851555,Parag Computer & Graphics,Madhya Pradesh,Shivpuri,Shivpuri,1,10549,191,,2,1753573,3535,,  -   ,  -   
Aug-18,F166341,37692203,Aastha Distributors,Gujarat,Surat,Olpad,1,11840,48,,3,3216138,6479,,  -   ,  -   
Aug-18,F104070,33332259,Iqra Agencies,Andhra Pradesh,Ananthapur,Kadiri,  -   ,  -   ,  -   ,,1,32750,66,,  -   ,  -   
Aug-18,F103240,35251967,Basaveshwar Mobiles,Karnataka,Dharwad,Hubli,  -   ,  -   ,  -   ,,3,68365,333,,  -   ,  -   
Aug-18,F104350,34836682,Harshitha Communications,Telangana,Medak,Kadlakal,  -   ,  -   ,  -   ,,3,78495,307,,  -   ,  -   
Aug-18,F166439,35271756,Raju Electronics,Karnataka,Tumkur,Kunigal,  -   ,  -   ,15,,9,28133,189,,  -   ,  -   
Aug-18,F103338,38552468,Swamy Traders,Karnataka,Chitradurga,Balenahalli,1,  -   ,  -   ,,2,4000,8,,  -   ,  -   
Aug-18,F167049,37691071,Sunita Sharma,Madhya Pradesh,Ujjain,Khachraud,  -   ,  -   ,  -   ,,1,78434,256,,  -   ,  -   
Aug-18,F104837,38678945,Mobile Point,Tamil Nadu,Kanchipuram,Tirukalikundram,  -   ,  -   ,  -   ,,8,391923,820,,  -   ,  -   
Aug-18,F167119,38571663,Balaji collection,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,1,210,0,,  -   ,  -   
Aug-18,F104831,39197469,Mehek Mobiles,Maharashtra,Wardha,Deoli,6,100930,2349,,2,2000,4,,  -   ,  -   
Aug-18,F103343,34644956,Sri Sainath,Andhra Pradesh,Ananthapur,Kalyandurg,  -   ,  -   ,  -   ,,44,686951,5223,,  -   ,  -   
Aug-18,F104052,34467829,Samy Agencies,Tamil Nadu,Karur,Aravakurichi,1,10041,1,,2,474489,981,,  -   ,  -   
Aug-18,F104567,36929776,Athira Electricals,Kerala,Thiruvananthapuram,Thiruvananthapuram,  -   ,  -   ,  -   ,,2,36659,112,,  -   ,  -   
Aug-18,F167000,39909351,Pooja Telecom,Madhya Pradesh,Mandsaur,Garoth,1,11474,160,,3,1082484,2259,,  -   ,  -   
Aug-18,F104245,33984163,Nirmal Mobile,Madhya Pradesh,Dhar,Dharampuri,1,10490,27,,4,1965596,3933,,  -   ,  -   
Aug-18,F104364,34465398,Mobiletech Online Services Private Limited,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Aug-18,F103811,37421698,Jeeva Enterprises,Tamil Nadu,Cuddalore,Chidambaram North,  -   ,  -   ,  -   ,,18,231952,1799,,  -   ,  -   
Aug-18,F104354,36956199,Baba Electricals and Music Center,Madhya Pradesh,Gwalior,Gwalior,  -   ,  -   ,  -   ,,5,473723,950,,  -   ,  -   
Aug-18,F104671,34658927,Syamala Mobiles (RMF),Andhra Pradesh,Krishna,Pedana,  -   ,  -   ,  -   ,,1,1540,3,,  -   ,  -   
Aug-18,F104857,34536747,Viraj Enterprises,Madhya Pradesh,Ratlam,Jaora,5,24783,330,,4,4625356,9258,,  -   ,  -   
Aug-18,F160185,34433209,SAI TOURS & Travels,Gujarat,Rajkot,Morbi,1,12475,67,,1,990072,2058,,  -   ,  -   
Aug-18,F104273,36966811,BHARATH TRADERS,Kerala,Kannur,Thalassery,  -   ,  -   ,  -   ,,2,336163,848,,  -   ,  -   
Aug-18,F168121,34585675,ANIS COMMUNICATION,Maharashtra,Kolhapur,Hatkanangle,  -   ,  -   ,45,,2,388965,786,,  -   ,  -   
Aug-18,F103787,34642599,Om Ganesh Communication,Maharashtra,Sangli,Walva,  -   ,  -   ,  -   ,,7,753445,2007,,  -   ,  -   
Aug-18,F168635,38813373,Gokulam Agencies (SF),Andhra Pradesh,Chittoor,Srikalahasti,  -   ,  -   ,  -   ,,1,36968,106,,  -   ,  -   
Aug-18,F104568,34684124,Hanuman Communications,Telangana,Mahabub Nagar,Amangal,1,  -   ,  -   ,,7,78898,631,,  -   ,  -   
Aug-18,F167953,34703587,Vedh electronic and electrical,Madhya Pradesh,Hoshangabad,Hoshangabad,8,93371,1532,,13,3457833,7051,,  -   ,  -   
Aug-18,F104809,34726577,Ponmurugan Irrigation ,Tamil Nadu,Erode,Erode,6,23760,121,,11,5114754,10579,,  -   ,  -   
Aug-18,F169307,36060400,Sai Enterprises,Telangana,Hyderabad,Hyd,  -   ,  -   ,  -   ,,2,247822,505,,  -   ,  -   
Aug-18,F167979,34762151,Gupta kiosk center,Madhya Pradesh,Guna,Guna,1,25579,412,,2,1117758,2236,,  -   ,  -   
Aug-18,F104598,34763317,Porwal Mobile (RMF),Madhya Pradesh,Mandsaur,Mandsaur,  -   ,  -   ,  -   ,,2,441731,892,,  -   ,  -   
Aug-18,F167762,38780955,Pathak Hotel,Madhya Pradesh,Shivpuri,Narwar,1,10375,38,,2,2495934,5021,,  -   ,  -   
Aug-18,F103720,32876772,Arun Electronics,Karnataka,Hassan,Alur,29,181924,4042,,10,111777,651,,  -   ,  -   
Aug-18,F104761,39282189,Bagalkot Communication ,Karnataka,Dharwad,Hubli,23,348254,5243,,29,2812451,9295,,  -   ,  -   
Aug-18,F104449,34828249,Malar Electronics,Tamil Nadu,Coimbatore,Coimbatore North,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Aug-18,F103976,34673485,Manorama Agencies,Tamil Nadu,Theni,Bodinayakanur,  -   ,  -   ,  -   ,,2,975,4,,  -   ,  -   
Aug-18,F104645,38965381,Neelakanteshwara Traders (RMF),Karnataka,Mysore,Nanjangud,  -   ,  -   ,  -   ,,2,890,2,,  -   ,  -   
Aug-18,F104382,34875961,Amulya Times,Telangana,Jagtial,Jagtial,1,2347,92,,1,  -   ,  -   ,,  -   ,  -   
Aug-18,F103513,32789285,S.L.V Agencies,Karnataka,Kolar,Mulbagal,  -   ,  -   ,  -   ,,5,12276,68,,  -   ,  -   
Aug-18,F102810,33297392,SLR Enterprises,Karnataka,Tumkur,Gubbi,2,9871,219,,5,3273,20,,  -   ,  -   
Aug-18,F103437,34999315,Sumanth Enterprises,Karnataka,Haveri,Ranebennur,  -   ,  -   ,  -   ,,33,618615,4932,,  -   ,  -   
Aug-18,F103719,33415976,Friends communication,Maharashtra,Sangli,Palus,1,10098,1,,9,1332571,3555,,  -   ,  -   
Aug-18,F170119,34935940,Shree Balaji Coldrinks,Madhya Pradesh,Ratlam,Piploda,21,141238,3680,,1,  -   ,  -   ,,  -   ,  -   
Aug-18,F103657,36636716,Palani Agencies,Tamil Nadu,Tiruvarur,Thiruvarur,4,57149,1144,,6,103043,247,,  -   ,  -   
Aug-18,F168212,33668552,Atharva Multiservices,Maharashtra,Jalgaon,Jalgaon,  -   ,  -   ,  -   ,,2,348935,701,,  -   ,  -   
Aug-18,F161007,38587185,Rajeshwari Enterprises,Telangana,Warangal,Warangal,2,  -   ,  -   ,,3,60366,127,,  -   ,  -   
Aug-18,F104538,36388463,R.V.S.Future Tech (RMF),Tamil Nadu,Coimbatore,Coimbatore South,1,  -   ,  -   ,,2,10000,20,,  -   ,  -   
Aug-18,F103364,31426745,RR Infocomm,Karnataka,Udupi,Udupi,  -   ,  -   ,  -   ,,21,77891,616,,  -   ,  -   
Aug-18,F104063,38187571,Prateek Distributors,Karnataka,Hassan,Hassan,  -   ,  -   ,  -   ,,4,41354,91,,  -   ,  -   
Aug-18,F104770,34223857,Balaji Cyber Cafe ,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,1,25735,51,,  -   ,  -   
Aug-18,F103877,34869671,RAMESH KIRANAM/G.S,Telangana,Warangal,Nekkonda,1,1921,61,,6,12322,90,,  -   ,  -   
Aug-18,F103860,38626495,S.V Cell Point,Andhra Pradesh,Nellore,Kavali,  -   ,  -   ,  -   ,,2,122583,258,,  -   ,  -   
Aug-18,F104847,34286336,Lucky Recharge Centre,Maharashtra,Akola,Akola,3,27998,242,,7,4462366,8984,,  -   ,  -   
Aug-18,F104202,36973429,Shettys Mobile,Telangana,Medak,Ramayampet,  -   ,  -   ,  -   ,,6,37477,239,,  -   ,  -   
Aug-18,F104855,39258784,Jain Telecom Centre,Madhya Pradesh,Shivpuri,Shivpuri,2,25800,174,,3,8545047,17090,,  -   ,  -   
Aug-18,F104647,34557841,Sri Sai International (RMF),Karnataka,Mandya,Pandavapura,21,21782,242,,4,314401,756,,  -   ,  -   
Aug-18,F103661,39958189,Bavi Enterprises,Karnataka,Bellary,Hb Halli,4,1735,60,,3,102560,238,,  -   ,  -   
Aug-18,F104338,37862894,Vijay Infotech,Maharashtra,Akola,Akoli Jahangir,  -   ,  -   ,  -   ,,9,33089,88,,  -   ,  -   
Aug-18,F170091,37506732,Sri Sai Enterprises,Karnataka,Bangalore,Bangalore South,  -   ,  -   ,  -   ,,2,449770,900,,  -   ,  -   
Aug-18,F103612,33598857,Sai Durga Electronics,Karnataka,Bidar,Basavakalyan,  -   ,  -   ,  -   ,,1,7175,51,,  -   ,  -   
Aug-18,F103253,35378311,Sri Basaveshwara Traders,Karnataka,Mysore,H D Kote,  -   ,  -   ,  -   ,,2,285,1,,  -   ,  -   
Aug-18,F103358,39221239,Inter Buzz Communication,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,,2,112263,411,,  -   ,  -   
Aug-18,F104774,36268513,Maa Kalika Enterprises,Madhya Pradesh,Ratlam,Ratlam,  -   ,  -   ,20,,3,831513,1689,,  -   ,  -   
