_id,whId,poValue,status,partnerOrderIds,isConsolidatedPo,createdAt,skproductId,wmsku,mrp,poQty
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR25941,324936,10,144
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR24634,680452,10,24
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR24640,704826,10,24
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR26200,55961,10,24
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR25948,55919,20,36
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR25956,203808,10,30
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR25216,583404,5,204
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR25213,545583,16,297
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR26629,710461,120,36
201906208,WMF7,83287.69,Open,3298845,true,20-06-2019 07:31:39,PR25580,279989,102,3
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR25805,49339,210,63
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR29763,287206,145,6
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR26658,496835,99,3
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR26823,509204,47,24
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR26865,461401,20,36
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR26884,980012210,40,36
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR25804,49353,186,16
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR26629,710461,120,10
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR28075,168318,720,1
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR25219,583418,10,240
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR25216,583404,5,54
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR24326,549615,40,72
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR23914,607939,84,24
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR24706,203836,60,28
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR25941,324936,10,108
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR24560,47029,10,72
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR23995,980007087,120,6
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR24136,101090,48,6
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR24866,980008803,432,6
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR24854,980003925,234,9
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR24533,105640,80,18
2019062023,WMF7,36767.47,Open,3301089,true,20-06-2019 10:32:28,PR29177,496856,63,12
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR25560,279968,240,18
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR24706,203836,60,250
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR25219,583418,10,430
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR29258,47057,10,180
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR25823,608674,180,16
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR23876,462290,30,60
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR25213,545583,16,198
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR25805,49339,210,16
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR25948,55919,20,72
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR24560,47029,10,72
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR24634,680452,10,72
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR24640,704826,10,72
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR29763,287206,145,27
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR24326,549615,40,20
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR26658,496835,99,3
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR28738,59615,160,1
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR28075,168318,720,1
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR24994,516575,115,2
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR25042,713779,120,1
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR25185,439855,160,12
2019062112,WMF7,67187.44,Open,3304427,true,21-06-2019 07:35:02,PR23861,203045,66,150
2019062132,WMF7,43415.51,Open,3306647,true,21-06-2019 10:31:41,PR23995,980007087,120,12
2019062132,WMF7,43415.51,Open,3306647,true,21-06-2019 10:31:41,PR23861,203045,66,186
2019062132,WMF7,43415.51,Open,3306647,true,21-06-2019 10:31:41,PR24706,203836,60,56
2019062132,WMF7,43415.51,Open,3306647,true,21-06-2019 10:31:41,PR29258,47057,10,120
2019062132,WMF7,43415.51,Open,3306647,true,21-06-2019 10:31:41,PR25805,49339,210,54
2019062132,WMF7,43415.51,Open,3306647,true,21-06-2019 10:31:41,PR25163,50711,82,12
2019062132,WMF7,43415.51,Open,3306647,true,21-06-2019 10:31:41,PR26629,710461,120,10
2019062132,WMF7,43415.51,Open,3306647,true,21-06-2019 10:31:41,PR25214,59083,94,12
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR25805,49339,210,204
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR29763,287206,145,108
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR24996,56136,50,7
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR24326,549615,40,36
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR24706,203836,60,84
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR29258,47057,10,63
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR24312,461422,45,24
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR24817,249308,86,30
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR25580,279989,102,15
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR25213,545583,16,99
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR25948,55919,20,36
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR24560,47029,10,72
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR23861,203045,66,678
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR30716,430384,800,2
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR25941,324936,10,138
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR26844,980012206,27,3
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR26823,509204,47,3
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR24177,647349,20,24
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR26658,496835,99,3
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR23711,677988,120,12
2019062213,WMF7,188664.09,Open,3310547,true,22-06-2019 07:32:24,PR25042,713779,120,9
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR23861,203045,66,84
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR25805,49339,210,64
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR25804,49353,186,16
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR29763,287206,145,12
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR24996,56136,50,14
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR23995,980007087,120,6
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR25185,439855,160,12
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR25163,50711,82,24
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR24560,47029,10,48
2019062238,WMF7,74384.47,Open,3312655,true,22-06-2019 10:39:09,PR25018,642841,200,16
